wav_filename,wav_filesize,transcript
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/43f14730572bf4736ba84f811f3b364bc8fe10558ea9f9087d3a6f146d1d12e8cab49d90757b36c69f1590b306089b94be396c4ef68997b2e60ec07f46682cd0.wav,117548,ferdinand möchte xenia einen heiratsantrag machen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/3edce61fc64e0a4cd9e9d5c38c89f3edb537be3ec5c9909afc93279800302496c887a853d584a7ae9946ce2fa9d12eb0f3896a0dff819b6a5707a7deac6403a8.wav,83756,nun veranstalte hier nicht so ein theater
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/7d2b3dba0e9dc3302232425be7ee40f79b11dec61027468f8d708ef93408d9d3d644b0f0582a87e2484fd04f22e835ee6dad9dbbe62d2209b28e43c8a6acc1d9.wav,199724,frida hatte sich mit ihrer freundin in eine ecke verzogen und kicherte mit ihr über irgendwas
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2286502d56cfdfc1b061fd6d4efee2b1359c90b6f570585c040f7a07e77584b363328a3872db08315d5849574321cd7b61f62b5968e03e679728b8eaac014815.wav,192044,es wäre eine ideale möglichkeit ihnen den vorsichtigen umgang mit feuer beizubringen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/348160d3da9a95c9a9d126beb693788925c432eac4343bf8d60fee86ec2f15fdaf5c788f57d13314ab058f19c2b5e1988718bdc4b96ed77fc6f7853f13c21427.wav,90668,das bekommen dann aber alle mit
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/8c4ba44fe13e7e2d1929d2ecd206a3a1e27661b52171c1a8ce531155b551db7ffe68387ec6b92984d75f02e72f3ecaf38d96019c466734b57c8c742588587953.wav,147500,zahlreiche zeitungen wurden von dem unterdruck mitgerissen und flogen wild umher
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/f6525368f2f95e5dafee147df3f0a80f1c11febd03d8095c49dd418fdc13e936d6ba5887c03c4e5d217827882a9bab8bcf54963c8f5a32e1cd80b6b7a092fa4f.wav,135980,timer auf zwanzig minuten stellen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/7cb822c59dfc6642b9d4a686de01b4a447166afc486309607ec4b0e5c758bc30da7adb9f90743d9963606d7a6e47cb6560faf7485e9f2155ab80af8770105f4b.wav,94508,hast du das ganz alleine gemacht
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/0ec3111623da30a7b02966bd1de80547a4aaa291623d9ce54a096722ad1b77c4396919ac25e5120d9b4c3a260babf20683728e5ef084d95d167d65030336e1cb.wav,122924,nur warengruppe eins ist rabattfähig
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/ec079d8f63cd70daab2063f8f694f42ccb14f439637bec3e7ef251def33c36382c4cb2cdc45525565bddd42c705e89d6f710df9fd5d0591f7c7f29685191687d.wav,90668,so ist es nichts halbes und nichts ganzes
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/a8b8aac2ea79141edd9b66f9fc6232d994e295f8947f2437889c634216fbd3b1be48346fb33e3782fc5a187e323342162827ba7161e7a7a243e6b63c8efcce98.wav,126764,es gibt zwanzig prozent rabatt auf tiernahrung
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c2825d1081cdf5604dd07811822db2feb645947d5ea8ba16dac78e4c09477e22e83f96faad91bf36c793041b8234e758c0e02135c2474d0d4a405948bf632774.wav,92204,die feste wurden durch eine steuer finanziert
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/55caf64e580314a72a20255223aa928e3f3b8009e750ba2934b03ac927ed04886d11d5b1f49ea5c851add4b5a93105e6a28c588290bd15fb870fa18894f954b0.wav,295724,weil die liegezeiten extrem teuer sind werden die schiffe tags und nachts von kränen beladen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e862f24e002331db089d4f2947b0455c219b14e07e57575d34ed805dd8f5af98c52bdd9c19e5ee146480dad91dc956969444607d3ca1a0ba6f4181bd40c11b7e.wav,76844,du hast eine minute zeit
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e61c57300ca9f73447e95a8d87f8f649fe2b3a3263021e9c5a124d6d73cc82df54ff21721826ebfc9160bfb1ba98bf8af0e12fc48cc50f566367c21b8792ac6d.wav,142892,die verletzungen sind nicht lebensgefährlich
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/b7b4c015d752545171f49d95b49bf06079d2f7219e4004fc3469c11456941d14135caf23dda0f4ef3529b6837990895f9256ee2ceedc64309e8f5368ce8a8f04.wav,75308,wieso ist das blatt nicht gelocht
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c7dd1f1e74689c51166bf287e5db29e1e29bfa0a0988ee12c757518b32cceedc930af051845687fb9471639e98f6479f7f3ec50dec55d383065e53d970b0c7e8.wav,117548,der zug hält heute nicht in waiblingen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/f39be64c48e611688d443e198846df78ab77b68fe9bbc81c55fa7c25137472fd2e495cc04df7e0b4d683307f31a325ce60a86ee410e5b66ab99fd3bfc0fa66b2.wav,86828,was läuft gerade im kino
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d113125bb08feb251aa6307744fcf3899fc76228ba0457975f1c3eb36e21e1ca8d77ad5adcee4ee2094f667555a6d1b34e48f5174055d807efbe4e3a2cef5b7a.wav,191276,eigentlich wollte svea betriebswirtin werden jetzt fährt sie taxi
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6f9f84bde6a6c2a6712bcbf1eae9d18791faeef3386074eb6e15edd2601cb62b93c0fc58711132ecb8cc6cc4e93a8319b0b0a3050c3ed7d678c5cbb86eac3a92.wav,88364,was habe ich im kühlschrank
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/9338e5b236236382748bf8fd313fa01cc87184ba0507ecd33525844a6b73ff77affd9353b2f4c1d04736541f0b513a5fe54a468996455307e02f3b6b689b3f70.wav,181292,wo kann man in freiburg im breisgau gut essen gehen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/4750a0983cdc1b57fe15b3249c461e7548e44114cd75dff5a6a96bc38b5f4be969ae88ec629116b65d9684946c99bdee8a3e1c4c844a81593b164f0e87600715.wav,140588,das fiese bei diesem wetter sind die pfützen nicht der regen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/8cf1cccd387e61869731357111158bd3e054703418c8d48cbec1388b6186e1e0fbb387f1a7b6255fdf6fcf5f5fa7664c74b531f07be49e3c615667ed5ed1fe3f.wav,117548,dies ist keine gute alternative
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/aefed9dd0a5c402f5331dac5eeb69ef0b7cc32fb2e351a427458397d1613823294a3784583633bc69a181794064a096e94f5a45c9dce9af4d5f057ea1382a88b.wav,188204,wer linux wirklich lernen will sollte mit der kommandozeile beginnen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/b6c48625eb3f23542646aab30a46874dd47b8338fbeb932039f7e71eefc7dd6e646e67811658f2f79560f642e2cfe8d275ad09e8ff1bd09c888a9e71b4421848.wav,119084,es müssen auch alle in dieselbe richtung ziehen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6d8dc0ad4253a95e971257dc49b9db760caf64d44f95b405a695f809282f82ba339514e8c177a92eff0f756af2eb102ffbc3aa8fdb7691752ab752c58024b648.wav,187436,ein röntgengerät erlaubt das durchleuchten von gepäckstücken
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e21ad7d564943132366445522ffe6bd63a7edabf5d2860c22c35f1c0e2d44f09df7967808ab5dfe8d2f822b51956c42e18e5209c0f032568db67e14bcb9737ec.wav,80684,herd vorheizen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/96431a2168e04e8ab4b00a1d76329883ec1de974b9182d34876ee3f1caf0a5a9ff97098b872aea80a3fdb99fda7a1533ee24a0c5d86e9435c8603ab6f32979e5.wav,90668,wie viel uhr ist es
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/46b032a3cd3e11a38147b3630bb64832ac3dea2e35073da53ffae634483cccd0eb786d92af6e95164bb95e534c3ef12a09a38be824868a8f91c20cca3ac14100.wav,165164,legen sie eine notariell beglaubigte kopie des zeugnisses bei
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/916cade25e318c8fc1f6ca01d26ea83528844a2d12e48094849779b4c3ab11a456b3a5a93723b0f31d87df9ea2f243159b61ecc785b8adf5cf83cb37cdb79833.wav,279596,sie haben die gesamten mittel für ihren prunkvollen palast vergeudet
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/1ac65d291eab631e3c23b06cfb10002f8574d93d9abc26a00d6660c595a477bda321f6ed92e33125dc16f42902b114887d269097db1d603e57e9fcb20261bc04.wav,139052,auf der retina gibt es einen blinden fleck
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/57d45f8d7b82995892080a75878ba947ee73567847b89fdc30794fca04e19a5f343b219743b3dd22de701c75bab8b54a4910771767556335a77178bde2a96545.wav,102188,licht anmachen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/3553e4f6ceea7b7b336ea77da103f9796822ef476ff20b330049891f8ef7187dc69b3bb0f3ba4e13422a1e7e2606a435c7c616987d706c2b20447a841df8bab3.wav,175148,das kontingent ist bereits aufgebraucht bedauerte olivia
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/5ba3cdfeb25fbf141ab1e0d9326b008bdc5526d24618468e4261eb0a91bdfb224a660c6b0fd603011c6e1c2a91c346b4f77d0b6e26f5320703d4e0f3efb86658.wav,171308,jammern nützt nichts packen sie lieber an damit sich etwas ändert
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/178c12fe3fb1f3cdc5cf061b8e23d92c5936faefb2fb9c30ed2e02cfc86b36bf54a16cd35c0e694553975f0ed6edef43e1b66696c5b38eb64a69bbd32f8409ec.wav,133676,in der nähe der arktis gerieten sie in einen strudel
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c72e1a5d551b0e6d5b1907e7244f10607c1a9719f6fc2c9087b279753dcd96761eff4801869d03345c09d2a3818d62b840c227ef5fb08106bff8c7ac8b4f652e.wav,192812,am ende werdet ihr muskeln spüren von denen ihr vorher gar nicht wusstet dass ihr sie habt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e307a03dec06dbde8bfe469892263484ef34870a9514133d8500f20bbc7c3a74c19f309eab6c6e01158c1a4df48a14133050d06936bdad627e73dca23779610c.wav,105260,sina verkroch sich in die puppenecke
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/61296b175864d0c3ed9167f6c6c1a779eba6c1519091da320d1f68e492cb51b31f2017ba97a6a67fef73cedf4fcf334caef17669fc4c307dc4027994774cf6f8.wav,82988,sehen sie sich das an
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/9201c3ac15fc93b84be268db7333dda8c73f6fb864d7f9884933c077015c70540e240bb25282c0284b270af11b9f6702dfe48c175d8504e283a4fa10f1d289a8.wav,98348,worauf sie sich verlassen können
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/024476607acbeba8bc3491f24be0bf4bdbf7df0e476594928b3a1b9845142f11a489204e361734c095698db43b7d843d5a89ac4f1640538a414f9d14f09891a4.wav,111404,schön sie kennen zu lernen herr professor
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/a85bec014b9e83eb7b2f15c908287b048825efb847c13c1048e227c363dbe68969b17be0ddc9e38e22a88b0e25ee8bc07652097fbcb0677f2723b2342075a628.wav,109868,das macht dann vier euro und zweiundfünfzig cent
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/40c58805573382021dc5250765d8932d3cdcf93b6505f4d6d9a6ac14e0cf964436605e9deba6ebd56472b1decfaed26320a6e98bb562ab0b32e4020e2263575b.wav,116780,eigenlob stinkt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/1b0c22661a85501df71df3ac0624c7260fb194fcd97e0323a0cf428e8956882d2780a5a716f4955f99555957718e2cad5c3dc4de0e90c3f7031eb995022ce9dd.wav,126764,wann wurden die nomaden sesshaft
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/1deaea0c6dde9b60b842901156f78ee0d94734929d7db8a0da4ba7d28a7bfbf3cb7bbf26d20add5ee0b4c7656ef1e1ee336ef4c4651935e848ad4599b777c169.wav,106028,die kräuterbutter ist selbst gemacht stimmt's
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/b1ebba9bd9262747e63e8c7b5005edc3cf6b24b7a93979fd3b8bc35789c11a21a693ef114f978b1c4bedb6d4fe19d63100d5f412e85f62885098a9889a1b2615.wav,171308,ehrlichkeit ist wichtiger als höflichkeit
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/883e3ef51d0ccc53e4b40c78ede591ee439c7f8d57d85120b10000e8ec2cd406fc58b35b580ec269aef518c0b06b74ec30f9db81b2139401138ad1fe13692e65.wav,99884,sie sieht den wald vor lauter bäumen nicht
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c65f0786dcb6ba1deffaac8c0182a0b15603dec8f75a082b03299d93b982ecfce8daecd629781c3883abb2da2ec101fadf8a460eb2a1b66025f25e48896c6c9b.wav,80684,habe ich noch sahne im kühlschrank
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d2de07a73facf42dc4a7d599f84703f8ae06326ea0fc77f2e01869a73a2727ac3c7fa905a12899a983a7af81145fa3ad4d872b7ed1b2e8bc40dd912297d80a3b.wav,195884,was ergibt die integration von minus unendlich bis plus unendlich
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/3e6f3c874e5c7fcedb8fc4db0937dc0e840cc39cd366dd76ba226e4fc7d7b7c49b63c8850f4e5bafba9bf415e07644a8e71f9e4e6e71ce349e61bbb57409dcff.wav,88364,mobbing ist kein kavaliersdelikt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c7da5d3df7c6fe1131f5e42979927de7611dc8fa1b5702591b9957fc3364e87c8a4d9028064bd53e4b9fccea233fa92d5e20b6edf9e3002364e12de005ca89fa.wav,141356,da er keine mütze hat setzt samuel seine kapuze auf
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/786c106df7d49e7c51c13404712b18375c294b1269d535e37036d66e21aadeb11908aa8ac128be8213f2936761b383ed01c2313c091868593659f394520c98f5.wav,111404,er lügt dass sich die balken biegen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/a44061b9e29fa488426629be1fee6103f92ebe7f41c45634f53f6f502f0209f2e6a0f9daadef2f7bd3e893b0ba39a3ec7e1fdf3e38dde04ac8372bc71694bde2.wav,76844,zusammen sind wir stark
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/09e84c510efeec5b426b0e732945e3cd13b4255c7fe215fe40cf490f20f8918eddf48f283b93e5c20f52437918612d07429a916e09566aa35446ca7277e02ec3.wav,99884,martine möchte sich an fabienne rächen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e3e8576181575bfcb758d0cd4f2e3e333e82191af0eaf8affdfcec6e2d60935ece16b5963136766d6e914f47b1719fecf2fe7dcede164e80cea4c9272514d02c.wav,162092,mit der mitgliedskarte erhalten sie exklusiven zugang zu unserem webportal
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/9fad9dafdc9c5abdad6134e569d0927cd402027b21aadbd39af15a6bbad1fda4b261cb5ca142e20b37133fa33eb4d2fef083e840fa17565b64ba5c32117efb15.wav,152108,es ist so einfach doch mein mitbewohner wird es wohl nie lernen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/557b72a766ab56584ded1b7c680823263a8cf9b7b4b4db87d3bb0add7ff3c17e7e8794a9a2afbbebc949f5a5c05fec60cd4941241490ba8c118982551423524a.wav,86060,wo ist das auto
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/28894dd99ec1447fd5e7134f20a94dfe53a9523f85271d39da37e052999c2712009eafcdfaa67168a7296657c03194e0ead7f64e1e7674a4bcdb961d3c795c1b.wav,159020,neulich musste ich fünf stunden beim einwohnermeldeamt warten
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6c1b077e744c8d0681cd6302498e99cb65d23970f0001da4b31cd1f3048083f5a71951be2bb5224ba0938a382376ef2fa8f33514f682d5a0c286ee33d0f50987.wav,132908,wie wär's mit einer tasse kräutertee
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2249dba2406305e1f050f36a1c86161b5c6e683047673deabe2acae8c6704feb8675e7a3a022b220ca5d81172e0be75853626babf12ae39f523544a1a2a2623c.wav,132908,suche züge nach karlsruhe
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/bb2022ee4ed8f15e6cc2d0e41e03b3a1649386479d8278e2b165797216519e7ea3a7b5e4f4157a619a78370ee2ca5ecf2e128f8a630ccc9db8ac5d5182769841.wav,95276,man muss nicht alles wissen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/b40715cea3a4cad3fe50728b78be40ce9d197160ccf3617fb87a06ad6d24a40bc753d6cba5fcc07cf2f5df8e944b95420a061a58b33540974fa4b90f5dd6ffbe.wav,153644,oft wird einfach nur ein text von der deutschen presseagentur übernommen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/8c7e577fad93fc5860adace9d2fbb55528454218c0251efa0e377f67e3960b7f9f43fbc0d733a758620601f97040da69fb23601d11b5eb33af637187ddae62ab.wav,119084,das ist ja wieder mal typisch
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d6d031cb155fcb53aa0fe02765b802a48f4de9e25f3c8f502b67ea9783a25c3e51e3c533398800e04f0888c9a0cc6bf5551e487c6cd18be0d818ea6a65a54ab5.wav,231212,versuchen sie nicht sich einen vierdimensionalen hyperwürfel räumlich vorzustellen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/945f0a390b5fc7c04d7902ae38a3c921dfcfde8d89f59f340c4135b5b90cd99b7d7ca8c5c995f33f8c3af5e5361a7f246db983ceaa9dff7f1539b5c734ba7214.wav,122924,das ist kein echtes vanille sondern vanillin
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/76935ec816a3b9ef1c257abf335cdad7cc523a0a9a2e028e37ea5ab9050faa68f42b47a204d1ab19dfeb430fe71f2b4143ed8586d0c38f16477d8c1a19a6ae42.wav,179756,auch in vielen nordafrikanischen ländern wird arabisch gesprochen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6273bcfdab57335891f87e42686ddb52f5127cec5cc202c21ffda2e8b82ce50a0b455f7e94d23ed0eccedd7f95c07d0b03c1859a28b88ef35e6254f55820e188.wav,104492,du sprichst mir aus der seele
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/ef1f70a0c6ece757248b366b5604a6b489d3cfb127d562814f7c58c80b9399848baeb6ac65e8ad0596b583ad2fd444f8d953bcd0ac7959633e8ca563e036c08f.wav,183596,wir berechnen die zwischenwerte stumpf durch lineare interpolation
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/4448bdd135daae3e27af81345dba36d28e847814a254f3e81e67aaf8257131fbf6a73dc5360c367ea4cef67caf5d147622b0e7e963897479e46d89f627cc4151.wav,102188,dieser remix gefällt gerald nicht so gut
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/205f4ebcfcdbaea6a1e7f74440c9361ba1cfa26598c5747bb27f1c7aa33b6f03cfbbdfb5324e7da915f83e430ac1c4c26f32edfea3984da670baf167cd05a329.wav,109868,pia zog ihre aussage nun doch zurück
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6bb1185be1a508943b46ab31eb5143551eae5c7289bf31d680be0015ba67fd2a25a76d90767c43c4b761474c481a5a896850cf41aa0f148836af85e08a43ea0c.wav,115244,man könnte auch sagen er hat visionen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/8ce37402b45d8c7e99db756b3976b97b9452b72677c98fa4dd0ab8c92b1f14cd09bad0b0f15b8721fd79e0af26dbb3e8e3cbeae55d43bddf6cf2434a1c7cd496.wav,138284,dorothea legte das lesezeichen hinein und klappte das buch zu
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/dc27b0e00c5e82482c02cbf85ced4fc740cd3bd79d38b363c716743d9fa3e3e2b7fb1afdf251a3631738e20a94df3a29e79d7c5582d66e91941c7bed59b5dd7e.wav,62252,programm beenden
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/48fb2927d67f4ebff387bc6f4f6bb935b451385fff4a38575b9a10b860077fb48ccd764c4b042dc68c1a302387f1d2be6d6e310417374c3cf45eac6c3a436efe.wav,161324,lass uns die katze findus nennen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/45d49f8195ceff919f6c3fbfae6a9dc0368f65db00e99169b79cad780098e6466c2ad11fdc55c418bee6912b46e94931a7440e2317cae45c12b4774c0928c378.wav,98348,ich muss den bass fühlen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2463c8fbc513924733c86dd7f9e8ceb0f8dec104a928126abf4902c191579a77392cfa2554a8cf788be6b870c366c2ddc7d4a7f80018bb379644af8fa6ca23f2.wav,171308,er bekleckert sich vielleicht mit rum aber bestimmt nicht mit ruhm
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/8e007848e3b69e02e46a466ea69abcef5b94d657f76f3886e1e5a7a49d7927b4d90e91c2f4d733f36293b0ccce55acb28fbc31dd5efd7fb18ee1e7ec6d358cf1.wav,173612,du solltest nicht so viel über andere lästern sagt rudolf zu moni
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/bae7b761a7e5f6732766da83a0d07901352603300df5519b1fc466868961005b81a0d4862b1f4816c62948e65f3dff8332fc60922344b5d6c03f8abfe892c72e.wav,125228,eigentlich sind das keine kabelschellen sondern kabelbinder
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/249fb6c73d265f963630cf949ffa5c9495cdcbbd9dd43a8d6be8d54c4dd472614b9e8a1d3d824b39105df7be49e4b15bb4435a45e3994f50f5f8f8b115d388b7.wav,132140,dann bleibt ihm nur eine anzeige gegen unbekannt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/8c890c5cb7be79b82ec7c9c67906209550e60f484f5adc803aa17eff9c42799f03691b84eea2f8e2e556c84d61adac8fa726bc68d17449d5670c88b793700f73.wav,98348,eine dunstglocke aus smog liegt über stuttgart
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/a0b4b001158ba4e00323c2809e2a3c5ef2c95255f287e03eefafd84be2926a7e8691d87f06ed35d1118b3f2d4c8909c65a3de6fe5a78feea6d8fcfba9e962579.wav,245036,auch das reale helligkeitsspektrum ist nicht kontinuierlich weil licht nur gequantelt auftritt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d441c2122a0b6d2fc4ac285cbe8174e276f9f98e108f929ca8b9faf0d7378ce10138764c08f02faa3e5a6a68dfc07e4a0083849f789e27c5e31ed40cff3b3091.wav,145964,der kunde ist könig und das sollte er sich hin und wieder bewusst machen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/5d57594a48ed34b1eb7a04e242fb0f9239209c21ed3ef2e6409bdc605e99cdd438bd74a15b98c4c46037ae1889feefa0cabe54ddc90631a3723cda130ad3c5b3.wav,91436,es juckt wie sau
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/5b216e463cc18f0d9b9805c55aecefd64eb1d9a33385b49fb5833f7f3f3a3534f730b14a1c128d553b44e0ff43472fe61e6227a5ef3c916f403ffb50569cdf99.wav,157484,sie hat die anfangsbuchstaben zweier aufeinander folgender worte vertauscht
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c522347779e2be5e07a1d70082c72bf4c65157025931f40aea1db2e52e50232258d38e01497410266c542e51663ea19b00c7b3ade7a5a53d74eda482c82a9b0a.wav,176684,einen dnsserver kann man sich vorstellen wie ein telefonbuch
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/fce7466e7c02d5f2aabc98449519b350999a5211ff724f44ce5457396db967474e41968b675ede2b98c7c0aca7f36393f986f5b1c9f267dad18dd45428dcdeda.wav,98348,sehr vernünftig von dir
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6bf17487c025c6c85b29c671afd5e3ff72d2235634e017e75b2066dbd43cec8f10c7b4ed2463686225783b3af0201edac2898d1ff83de059c50927b7b7b97693.wav,182060,die meisten politiker wollen nicht an die macht um sich für eine sache einzusetzen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/fe185355a4f6987ee1c1c31f4c8c8939b9a6f8c75c1e32a81639fab568ec1604b999836531b75b541ce8fea918712c68866b3a59dbc702059c364e6ddc25f867.wav,117548,zuletzt waren hier kupferdiebe unterwegs
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/506bfd9959d34e3f318fc58d7b3eb55a944aecff20f46be87757f712e22d264b3fdd6af8f18dbbc61e4bd6e4e092238fb5ae2ae1584df2cc3b0b829781a3a6a4.wav,142124,meinen bachelor in mathematik habe ich zuvor in jena gemacht erzählte anton
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d3f4e1b12f64c09bb328e270b9417ff671eef59e96c862a2d623dea334bfdcc483226fdb3fe610e71036548c25507d5baaafa751a979241e9b52ccfe6662c679.wav,79916,letzte aktion wiederholen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/a2b23117fde57ea1510cc9a8dd39a042207d1e8c2f5a84389653b52c862dd85504446d625511e70c48629fd07a801fd59249e8a64ad9b2cf42c683bca1d12497.wav,125996,um ehrlich zu sein bin ich da nicht so scharf drauf
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/8a36a8e352ad0224ccb9d0c358d3bcb03dc4f5869cd7f4ef421e282e5b47a1daf3b41037efe5e6003036b8352bd2cfe7b777f2c354d3bd6c50acd63f96e2d428.wav,94508,woher kommen die artefakte
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/fd5ec57e336190dd7b35d131a2b572bc302f0c6bca06fae98d9659a1cde24c8a4a921667f83275d998ea2f3bdcec911ace4db24df134b3e5bc6118f7b9db9874.wav,132908,programm auswählen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/af34e40f10fa26810f1c0e43ea076ede32998f3cc05db5bcf82d64fea4502a41c4bf9c4ec22b002cfa6aec0e289000dc517830e99096f109b8fd161aa82ef793.wav,238124,alte dieselmotoren musste man mit einem gasbrenner oder ähnlichem vorglühen wenn sie nicht ansprangen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/66ec9236790fd1df7bfc9107290972a0057d43dc9cfbabc0d0be94b5e0eae03cac953f439dcc0bcc1fbbc80c97d4c65b105e28da555c086517ceae509434b508.wav,65324,langsam wird es zeit
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/3b90ca17cde64406ad849fd17b744715a987adba5e7d33cd32a8f85e5dbc98fceac2a55cb676696a707342f87fe54253c1a09e1f9405d441d9decc343bf50448.wav,89132,ach hier sind wir
